tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
2022K,1510,Kuopion taidelukio Lumit,FI,,2,24,5,,,,,,,,,4,5,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,1,28,3,,,,,,,,7,,5,,6,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,17,4,,,,,,,,,,,,,,3,,,,,,,2,,4,,,4,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,21,5,,,,,,,,,5,,,,4,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,28,6,,,,,,,,5,,,,5,,7,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,24,6,,,,,,,,,,,,,,,5,,,,,6,,,4,,,3,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,10,2,,,,,,,,,2,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,30,6,,,,,,,,6,,,,5,,,,,,,,,,,7,,,6,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,1,22,3,,,,,,,,,3,,,,6,,,,,,,,4,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,18,3,,,,,,,,,4,,,,,4,4,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,17,3,,,,,,,,,4,,2,,,3,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,17,4,,,,,,,,2,,,,,,,3,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,1,23,5,,,,,,,,5,,,,4,,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,32,7,,,,,,,,,7,,,,,6,,,,,,7,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,1,33,6,,,,,,,,,4,,,,,,,,,7,,,6,,5,,,5,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,1,13,,,,,,,4,,,2,2,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,34,7,,,,,,,,4,,,,,7,,,,,,,,7,,5,,,4,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,27,6,,,,,,,,,6,,6,,,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,1,16,3,,,,,,,,,2,,4,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,20,4,,,,,,,,3,,,,3,4,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1510,Kuopion taidelukio Lumit,FI,,2,46,7,,,,,,,,,7,7,6,,,6,,,,,6,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,38,6,,,,,,,,6,,6,,5,,5,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,26,6,,,,,,,,6,,5,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,11,2,,,,,,,,,3,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,20,2,,,,,,,,5,,,,5,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,27,4,,,,,,,,4,,,,,6,,4,,,,,,6,,,,,,,,,,3,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,22,2,,,,,,,,,3,,,,5,,4,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,29,4,,,,,,,,,6,,,,6,3,,,,,,,4,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,25,3,,,,,,,,,3,4,,,,,,,,,,,5,,4,,,3,,,,,,,3,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,18,4,,,,,,,,3,,,,,,,,,,,,5,,,3,,,,,,,,3,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,24,4,,,,,,,,4,,,,,,5,,,,,,,,,4,,,3,,,,,,,4,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,31,6,,,,,,,,4,,,,,5,5,,,,,,,5,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,38,4,,,,,,,,5,,,,4,,,,,,,6,,7,,5,,,7,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,21,2,,,,,,,,,3,,,,5,,,,,5,,,4,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,14,2,,,,,,,,3,,3,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,32,3,,,,,,,,4,,5,,6,,4,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,16,2,,,,,,,,4,,,,3,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,1,16,3,,,,,,,,4,,3,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,19,4,,,,,,,,5,,3,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1662,Pälkäneen lukio,FI,,2,32,4,,,,,,,,5,,5,,4,,5,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,,4,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,13,3,,,,,,,,,4,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,3,,,,,,,,3,,,4,,,,3,,,,,,,,3,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,19,4,,,,,,,,3,,3,,3,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,25,4,,,,,,,,,5,,,,,,4,,,,,,,,5,,,2,,,,,,5,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,,3,,,,,3,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,4,,,,,,,,,3,,3,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,19,2,,,,,,,,,,,,,,,3,,,,,3,,,6,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,4,,,,,,,,4,,,,4,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,3,,,,,,,,,5,,4,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,23,4,,,,,,,,,,,,,,,5,,,,,,,,4,,,4,,,,,,,,,6,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,5,,,,,,,,,5,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,22,4,,,,,,,,,,,5,,,,6,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,23,4,,,,,,,,,5,,,,5,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,,2,,,,3,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,27,6,,,,,,,,,4,,,,4,6,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,34,4,,,,,,,,,6,4,,,,,,,,,5,,3,,,,,5,,,,,,,,7,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,4,,,,,,,,3,,,,4,,,,,,,,,3,,3,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,24,5,,,,,,,,,4,,,,,5,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,18,2,,,,,,,,4,,,,5,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,16,2,,,,,,,,,4,3,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,21,4,,,,,,,,,5,4,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,4,,,,,,,,,3,,,,,,,,,,,4,4,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,19,4,,,,,,,,4,,,,,3,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,10,3,,,,,,,,,,,,,,,2,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,23,4,,,,,,,,4,,,,,,3,,,,,,,3,4,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,24,4,,,,,,,,,3,,,,,,3,,,,,,,,5,,,5,,,,,,,,4,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,3,,,,,,3,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,21,2,,,,,,,,,3,2,,,,,,,,,,5,,,4,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,18,3,,,,,,,,,5,4,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,4,,,,,,,,,4,,,,,,,,,4,,,3,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,20,5,,,,,,,,,4,,,,4,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,3,,,,,,,,,5,,,,2,,,,,,,3,,,4,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,21,4,,,,,,,,4,,,4,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,,,,,,,5,,,4,3,,,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,4,,,,,,,,4,,,,5,,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,39,6,,,,,,,,7,,6,,7,,,,,,,6,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,10,,,,,,,2,,2,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,26,5,,,,,,,,,6,5,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,18,3,,,,,,,,,4,3,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,5,,,,,,,,,3,,5,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,4,,,,,,,,4,,,,,2,,,,,,,,3,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,29,5,,,,,,,,,6,6,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,23,,,,,,,6,,,4,,,,,3,,,,,,4,2,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,3,,,,,,,,,3,,3,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,4,,,,,,,,,4,,,3,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,23,4,,,,,,,,,2,,,,4,,,,,,,,3,,4,,,3,,,,,,,,3,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,24,3,,,,,,,,,4,3,,,,,,,,,,,,,4,,,3,,,,,,,,7,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,4,,,,2,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,24,3,,,,,,,,,3,,,,3,,,,,,,,,,,,,5,,,,,,5,,5,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,15,4,,,,,,,,,3,,,,,,,,,,,,,,3,,,3,,,,,,,,2,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,20,4,,,,,,,,,4,,,,,,,,,,,4,,,3,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,21,5,,,,,,,,,,3,,,,5,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,20,4,,,,,,,,4,,,,3,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,21,4,,,,,,,,3,,,,3,,,,,,4,,,4,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,10,3,,,,,,,,,3,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,5,,,,,,,,4,,,,,5,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,26,4,,,,,,,,5,,,,6,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,3,,,,,,,,,2,,,,,3,,,,,,4,,4,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,26,5,,,,,,,,,6,,,,,,,,,,,4,,,5,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,18,3,,,,,,,,4,,,,3,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,3,,,,,,,,,4,4,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,4,,,,,,,,,,,3,,,,2,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,20,5,,,,,,,,,3,,4,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,3,,,,,,,,,4,,4,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,31,6,,,,,,,,4,,,,5,,6,,,,4,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,21,4,,,,,,,,,3,5,,2,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,13,3,,,,,,,,,,,,,,,,,,,,,4,,4,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,22,4,,,,,,,,,2,,,,,4,,,,,,,,,4,,,4,,,,,,,,4,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,23,4,,,,,,,,,5,,,,,,,,,,,4,3,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,25,4,,,,,,,,,4,,,,,5,,,,,,5,,4,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,4,,,,,,,,5,,,,4,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,14,4,,,,,,,,3,,2,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,2,,,,,,,,,3,5,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,4,,,,,,,,,3,3,,,,,,,,,,4,,,4,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,,,,,,,4,,3,,3,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,27,3,,,,,,,,,5,,,3,6,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,21,5,,,,,,,,5,,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,4,,,,,,,,,3,2,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,25,5,,,,,,,,5,,4,,,,,,,,,,,5,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,27,,,,,,,6,,4,,5,,4,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,,,,,,,3,,3,,,3,4,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,20,4,,,,,,,,3,,,,,3,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,18,3,,,,,,,,,6,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,30,6,,,,,,,,5,,4,,4,,,,,,,5,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,4,,,,,,,,,4,,,,4,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,,4,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,4,,,,,,,,3,,,,,3,,,,,,,,4,,4,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,16,3,,,,,,,,,3,,,,,,3,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,26,5,,,,,,,,,,,,,,,6,,,,,,,,5,,,6,,,,,,4,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,4,,,,,,,,,,,3,,,,,,,,,,3,,4,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,25,5,,,,,,,,5,,,,4,,,,,,5,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,3,,,,,,,,,4,,,,4,,,,,,,,,,3,,,5,,,,,,3,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,4,,,,,,,,2,,4,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,19,4,,,,,,,,,5,,,,3,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,16,2,,,,,,,,,5,,,,3,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,3,,,,,,,,,,,3,,,3,,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,27,4,,,,,,,,,5,4,,,,5,,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,4,,,,,,,,,,,,,,,,,,4,,,3,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,25,5,,,,,,,,,6,,,,,,4,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,31,4,,,,,,,,,4,5,5,,5,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,20,3,,,,,,,,5,,,,4,,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,30,3,,,,,,,,,3,,,,,,4,,,,,,,,3,,,2,,,,,,4,,5,,,,,,6,,,1
2022K,1903,Viherlaakson lukio,FI,,2,23,,,,,,,6,,5,,,,4,,,,,,,,,,,,,,3,,,,5,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,29,6,,,,,,,,,,,,,5,,4,,,,,,4,,4,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,21,5,,,,,,,,,3,,,,4,,,,,,,,3,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,26,5,,,,,,,,4,,,,5,6,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,34,5,,,,,,,,7,,6,,5,,,,,,,5,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,6,,,,,,,,3,,,,5,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,4,,,,,,,,,3,,,,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,22,4,,,,,,,,,5,,,,4,,,,,,,,3,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,13,,,,,,,3,,3,,3,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,4,,,,,,,,,4,,,,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,3,,,,,,,,,4,,,,,3,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,15,3,,,,,,,,,2,,,,,,,,3,,,,,,4,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,28,5,,,,,,,,5,,,,6,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,17,5,,,,,,,,3,,,,3,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,14,,,,,,,4,,,2,,,,,2,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,13,3,,,,,,,,,4,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,17,5,,,,,,,,,3,,,,,3,2,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,16,2,,,,,,,,,4,,,,,,4,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,1,20,3,,,,,,,,,6,,,4,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,34,5,,,,,,,,4,,4,,4,,,,,,,,,,,5,,,7,,,,,,5,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,18,4,,,,,,,,,4,,,,,4,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1903,Viherlaakson lukio,FI,,2,19,4,,,,,,,,,3,,,,,3,,,,,,4,,,3,,,2,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,19,4,,,,,,,,4,,,,,2,3,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,29,5,,,,,,,,,,,,,5,4,6,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,28,6,,,,,,,,4,,5,,4,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,1,9,3,,,,,,,,,2,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,17,3,,,,,,,,,4,,,,,3,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,31,4,,,,,,,,5,,,,,,,,,5,,,,5,6,,,,6,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,23,5,,,,,,,,,3,,,,,6,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,21,4,,,,,,,,,,,,,,4,,,,,,4,,,4,,,5,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,1,31,5,,,,,,,,5,,6,,5,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,14,3,,,,,,,,,,4,,,,2,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,19,4,,,,,,,,,,,,,,4,,,,,,4,,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,22,5,,,,,,,,3,,,,3,,,,,,,,,7,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1819,Tampereen yhteiskoulun lukio,FI,,2,23,5,,,,,,,,,,,,,,4,4,,,,,,,,4,,,6,,,,,,,,,,,,,,,,,1
